Assembly	Best match locus	Best match type	Match confidence	Problems	Identity	Coverage	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details	Truncated genes, details	Extra genes, details
HGV2C_01	KL27	K27	Typeable		99.99%	100.00%	0 bp	18 / 18 (100.00%)	KL27_01_galF,100.00%,100.00%;KL27_02_cpsACP,100.00%,100.00%;KL27_03_wzi,100.00%,100.00%;KL27_04_wza,100.00%,100.00%;KL27_05_wzb,100.00%,100.00%;KL27_06_wzc,99.86%,100.00%;KL27_07_wcaJ,100.00%,100.00%;KL27_08_wckI,100.00%,100.00%;KL27_09_wckS,100.00%,100.00%;KL27_10_wckR,100.00%,100.00%;KL27_11_wzy,100.00%,100.00%;KL27_12_wzx,100.00%,100.00%;KL27_13_wckQ,100.00%,100.00%;KL27_14_wcuJ,100.00%,100.00%;KL27_15_wctE,100.00%,100.00%;KL27_16_wctF,100.00%,100.00%;KL27_17_gnd,100.00%,100.00%;KL27_18_ugd,100.00%,100.00%		0		0 / 18 (0.00%)		4	KL40_03_wcpO,99.80%,100.00%;KL40_04,99.00%,100.00%;KL40_05_rfaG,100.00%,100.00%;KL150_19_gmd,99.40%,100.00%		
HGV2C_02	KL2	K2	Typeable	!	99.81%	100.00%	0 bp	13 / 18 (72.22%)	KL2_01_galF,100.00%,100.00%;KL2_02_cpsACP,100.00%,100.00%;KL2_03_wzi,100.00%,100.00%;KL2_04_wza,100.00%,100.00%;KL2_05_wzb,100.00%,100.00%;KL2_06_wzc,99.72%,100.00%;KL2_07,99.44%,100.00%;KL2_08,99.73%,100.00%;KL2_09,99.74%,100.00%;KL2_10,100.00%,100.00%;KL2_11_wzx,99.79%,100.00%;KL2_12,99.31%,100.00%;KL2_13,100.00%,18.92%,truncated;KL2_14_wcaJ,99.57%,100.00%;KL2_15_gnd,99.57%,100.00%;KL2_16_manC,100.00%,100.00%;KL2_17_manB,100.00%,100.00%;KL2_18_ugd,99.74%,100.00%		0		0 / 18 (0.00%)		2	KL40_05_rfaG,98.15%,99.74%;KL150_19_gmd,100.00%,100.00%	KL2_13,100.00%,18.92%,truncated	
HGV2C_03	KL81	K81	Typeable		100.00%	100.00%	0 bp	21 / 21 (100.00%)	KL81_01_galF,100.00%,100.00%;KL81_02_cpsACP,100.00%,100.00%;KL81_03_wzi,100.00%,100.00%;KL81_04_wza,100.00%,100.00%;KL81_05_wzb,100.00%,100.00%;KL81_06_wzc,100.00%,100.00%;KL81_07_wcaJ,100.00%,100.00%;KL81_08_wcaA,100.00%,100.00%;KL81_09_wzy,100.00%,100.00%;KL81_10_wclJ,100.00%,100.00%;KL81_11_wcuM,100.00%,100.00%;KL81_12_wcqM,100.00%,100.00%;KL81_13_wcmZ,100.00%,100.00%;KL81_14_wzx,100.00%,100.00%;KL81_15,100.00%,100.00%;KL81_16_gnd,100.00%,100.00%;KL81_17_rmlB,100.00%,100.00%;KL81_18_rmlA,100.00%,100.00%;KL81_19_rmlD,100.00%,100.00%;KL81_20_rmlC,100.00%,100.00%;KL81_21_ugd,100.00%,100.00%		0		0 / 21 (0.00%)		4	KL40_03_wcpO,99.19%,100.00%;KL40_04,99.75%,100.00%;KL40_05_rfaG,99.47%,100.00%;KL150_19_gmd,99.40%,100.00%		
HGV2C_06	KL125	unknown (KL125)	Typeable	?2	93.50%	99.98%	n/a	15 / 18 (83.33%)	KL125_01_galF,98.66%,100.00%;KL125_02_cpsACP,96.17%,100.00%;KL125_03_wzi,98.33%,100.00%;KL125_04_wza,98.94%,100.00%;KL125_05_wzb,94.41%,100.00%;KL125_06_wzc,96.23%,100.00%;KL125_07_wbaP,93.26%,100.00%;KL125_08_wcaN,90.24%,100.00%;KL125_09_wzy,92.89%,100.00%;KL125_10,87.54%,100.00%;KL125_11,91.11%,100.00%;KL125_12_wcaG,92.68%,100.00%;KL125_13_wcuH,91.91%,100.00%;KL125_14_wzx,91.30%,100.00%;KL125_15,86.36%,100.00%;KL125_16,85.80%,99.81%;KL125_17_gnd,97.44%,100.00%;KL125_18_ugd,99.74%,100.00%		0		0 / 18 (0.00%)		3	KL16_20_manC,99.79%,100.00%;KL30_19_manB,100.00%,3.85%;KL150_19_gmd,99.10%,100.00%		
HGV2C_08	KL1	K1	Typeable		99.99%	100.00%	0 bp	20 / 20 (100.00%)	KL1_01_galF,100.00%,100.00%;KL1_02_cpsACP,100.00%,100.00%;KL1_03_wzi,100.00%,100.00%;KL1_04_wza,100.00%,100.00%;KL1_05_wzb,100.00%,100.00%;KL1_06_wzc,100.00%,100.00%;KL1_07_wzx,100.00%,100.00%;KL1_08_wclY,100.00%,100.00%;KL1_09_wzy,100.00%,100.00%;KL1_10_wcsS,100.00%,100.00%;KL1_11_wcsT,100.00%,100.00%;KL1_12_gmd,100.00%,100.00%;KL1_13_wcaG,99.71%,100.00%;KL1_14_wcaH,100.00%,100.00%;KL1_15_wcaI,100.00%,100.00%;KL1_16_wcaJ,100.00%,100.00%;KL1_17_gnd,100.00%,100.00%;KL1_18_manC,100.00%,100.00%;KL1_19_manB,100.00%,100.00%;KL1_20_ugd,100.00%,100.00%		0		0 / 20 (0.00%)		4	KL40_03_wcpO,97.97%,100.00%;KL40_04,99.50%,100.00%;KL40_05_rfaG,99.74%,100.00%;KL150_19_gmd,99.10%,100.00%		
HGV2C_10	KL25	K25	Typeable	!	99.64%	100.01%	3 bp	14 / 14 (100.00%)	KL25_01_galF,100.00%,100.00%;KL25_02_cpsACP,98.56%,100.00%;KL25_03_wzi,99.79%,100.00%;KL25_04_wza,100.00%,100.00%;KL25_05_wzb,100.00%,100.00%;KL25_06_wzc,99.86%,100.00%;KL25_07_wcaJ,100.00%,100.00%;KL25_08_wzy,100.00%,100.00%;KL25_09_wfeD,97.26%,59.25%,truncated;KL25_10,100.00%,100.00%;KL25_11_wcuB,99.68%,100.00%;KL25_12_wzx,100.00%,100.00%;KL25_13_gnd,99.79%,100.00%;KL25_14_ugd,100.00%,100.00%		0		0 / 14 (0.00%)		3	KL39_18_manC,100.00%,100.00%;KL30_19_manB,99.56%,98.08%;KL150_19_gmd,99.40%,100.00%	KL25_09_wfeD,97.26%,59.25%,truncated	
HGV2C_11	KL140	unknown (KL140)	Typeable		99.97%	100.00%	0 bp	19 / 19 (100.00%)	KL140_01_galF,100.00%,100.00%;KL140_02_cpsACP,99.52%,100.00%;KL140_03_wzi,100.00%,100.00%;KL140_04_wza,100.00%,100.00%;KL140_05_wzb,100.00%,100.00%;KL140_06_wzc,100.00%,100.00%;KL140_07_wzy,100.00%,100.00%;KL140_08_wckM,100.00%,100.00%;KL140_09_wcuQ,100.00%,100.00%;KL140_10_wcuD,100.00%,100.00%;KL140_11,100.00%,100.00%;KL140_12_wzx,100.00%,100.00%;KL140_13_wbaZ,100.00%,100.00%;KL140_14_wcaJ,100.00%,100.00%;KL140_15_wcuC,100.00%,100.00%;KL140_16_gnd,100.00%,100.00%;KL140_17_manC,100.00%,100.00%;KL140_18_manB,100.00%,100.00%;KL140_19_ugd,100.00%,100.00%		0		0 / 19 (0.00%)		4	KL40_03_wcpO,98.78%,100.00%;KL40_04,99.25%,100.00%;KL40_05_rfaG,99.47%,100.00%;KL150_19_gmd,98.48%,98.20%		
HGV2C_13	KL140	unknown (KL140)	Typeable		99.97%	100.00%	0 bp	19 / 19 (100.00%)	KL140_01_galF,100.00%,100.00%;KL140_02_cpsACP,99.52%,100.00%;KL140_03_wzi,100.00%,100.00%;KL140_04_wza,100.00%,100.00%;KL140_05_wzb,100.00%,100.00%;KL140_06_wzc,100.00%,100.00%;KL140_07_wzy,100.00%,100.00%;KL140_08_wckM,100.00%,100.00%;KL140_09_wcuQ,100.00%,100.00%;KL140_10_wcuD,100.00%,100.00%;KL140_11,100.00%,100.00%;KL140_12_wzx,100.00%,100.00%;KL140_13_wbaZ,100.00%,100.00%;KL140_14_wcaJ,100.00%,100.00%;KL140_15_wcuC,100.00%,100.00%;KL140_16_gnd,100.00%,100.00%;KL140_17_manC,100.00%,100.00%;KL140_18_manB,100.00%,100.00%;KL140_19_ugd,100.00%,100.00%		0		0 / 19 (0.00%)		4	KL40_03_wcpO,98.78%,100.00%;KL40_04,99.25%,100.00%;KL40_05_rfaG,99.47%,100.00%;KL150_19_gmd,98.48%,98.20%		
HGV2C_14	KL157	unknown (KL157)	Typeable	?2	99.93%	100.00%	n/a	15 / 19 (78.95%)	KL157_01_galF,99.66%,100.00%;KL157_02_cpsACP,100.00%,100.00%;KL157_03_wzi,100.00%,100.00%;KL157_04_wza,100.00%,100.00%;KL157_05_wzb,100.00%,100.00%;KL157_06_wzc,100.00%,100.00%;KL157_07_pglJ,100.00%,100.00%;KL157_08_tuaH,100.00%,100.00%;KL157_09,100.00%,100.00%;KL157_10,100.00%,100.00%;KL157_11,99.75%,100.00%;KL157_12_aceC,100.00%,100.00%;KL157_13,100.00%,100.00%;KL157_14_wcaJ,100.00%,100.00%;KL157_15_gnd,100.00%,100.00%;KL157_16,99.20%,100.00%;KL157_17_manC,100.00%,100.00%;KL157_18_manB,100.00%,100.00%;KL157_19_ugd,100.00%,100.00%		0		0 / 19 (0.00%)		2	KL40_05_rfaG,97.36%,99.74%;KL150_19_gmd,98.50%,100.00%		
HGV2C_16	KL15	K15	Typeable		99.91%	100.01%	1054 bp	16 / 16 (100.00%)	KL15_01_galF,100.00%,100.00%;KL15_02_cpsACP,100.00%,100.00%;KL15_03_wzi,100.00%,100.00%;KL15_04_wza,100.00%,100.00%;KL15_05_wzb,100.00%,100.00%;KL15_06_wzc,99.86%,100.00%;KL15_07_wcaJ,100.00%,100.00%;KL15_08_wceN,99.71%,100.00%;KL15_09_wceM,100.00%,100.00%;KL15_10_wcsR,100.00%,100.00%;KL15_11_wcaN,100.00%,100.00%;KL15_12_wzy,99.27%,100.00%;KL15_13_wckI,99.73%,100.00%;KL15_14_wzx,100.00%,100.68%;KL15_15_gnd,100.00%,100.00%;KL15_16_ugd,100.00%,100.00%		0		0 / 16 (0.00%)		1	KL150_19_gmd,89.91%,97.90%		
HGV2C_17	KL15	K15	Typeable		99.86%	100.01%	1034 bp	16 / 16 (100.00%)	KL15_01_galF,100.00%,100.00%;KL15_02_cpsACP,100.00%,100.00%;KL15_03_wzi,100.00%,100.00%;KL15_04_wza,99.73%,100.00%;KL15_05_wzb,100.00%,100.00%;KL15_06_wzc,100.00%,100.00%;KL15_07_wcaJ,100.00%,100.00%;KL15_08_wceN,99.71%,100.00%;KL15_09_wceM,99.63%,100.00%;KL15_10_wcsR,99.38%,100.00%;KL15_11_wcaN,100.00%,100.00%;KL15_12_wzy,99.51%,100.00%;KL15_13_wckI,99.73%,100.00%;KL15_14_wzx,100.00%,100.68%;KL15_15_gnd,100.00%,100.00%;KL15_16_ugd,100.00%,100.00%		0		0 / 16 (0.00%)		1	KL150_19_gmd,89.91%,97.90%		
HGV2C_18	KL30	K30	Typeable	?3!	99.75%	100.01%	n/a	20 / 20 (100.00%)	KL30_01_galF,100.00%,100.00%;KL30_02_cpsACP,97.61%,100.00%;KL30_03_wzi,99.20%,74.21%,partial;KL30_03_wzi,100.00%,26.19%,partial;KL30_04_wza,100.00%,100.00%;KL30_05_wzb,100.00%,100.00%;KL30_06_wzc,99.86%,100.00%;KL30_07_wcuL,100.00%,89.56%,partial;KL30_07_wcuL,100.00%,10.13%,partial;KL30_08_wzx,100.00%,100.00%;KL30_09_wcuD,99.74%,100.00%;KL30_10_wzy,100.00%,100.00%;KL30_11_wckP,100.00%,100.00%;KL30_12_wckO,99.74%,100.00%;KL30_13_wckN,99.61%,100.00%;KL30_14,100.00%,100.00%;KL30_15_wcuG,100.00%,100.00%;KL30_16_wcaJ,100.00%,100.00%;KL30_17_gnd,99.79%,100.00%;KL30_18_manC,99.36%,100.00%;KL30_19_manB,100.00%,3.85%,truncated;KL30_20_ugd,99.48%,100.00%		0		0 / 20 (0.00%)		2	KL40_05_rfaG,98.42%,99.74%;KL150_19_gmd,99.40%,100.00%	KL30_19_manB,100.00%,3.85%,truncated	
HGV2C_19	KL111	unknown (KL111)	Typeable		100.00%	100.00%	0 bp	14 / 17 (82.35%)	KL111_01_galF,100.00%,100.00%;KL111_02_cpsACP,100.00%,100.00%;KL111_03_wzi,100.00%,100.00%;KL111_04_wza,100.00%,100.00%;KL111_05_wzb,100.00%,100.00%;KL111_06_wzc,100.00%,100.00%;KL111_07_wzy,100.00%,100.00%;KL111_08_wckT,100.00%,100.00%;KL111_09,100.00%,100.00%;KL111_10,100.00%,100.00%;KL111_11_wzy,100.00%,100.00%;KL111_12_wcuL,100.00%,100.00%;KL111_13_wctD,100.00%,100.00%;KL111_14,100.00%,100.00%;KL111_15_wcaJ,100.00%,100.00%;KL111_16_gnd,100.00%,100.00%;KL111_17_ugd,100.00%,100.00%		0		0 / 17 (0.00%)		4	KL50_10,99.05%,100.00%;KL16_20_manC,99.58%,100.00%;KL30_19_manB,99.57%,98.29%;KL150_19_gmd,99.40%,100.00%		
HGV2C_20	KL14	K14	Typeable		99.96%	100.00%	0 bp	17 / 25 (68.00%)	KL14_01_galF,100.00%,100.00%;KL14_02_cpsACP,100.00%,100.00%;KL14_03_wzi,100.00%,100.00%;KL14_04_wza,100.00%,100.00%;KL14_05_wzb,100.00%,100.00%;KL14_06_wzc,100.00%,100.00%;KL14_07,100.00%,100.00%;KL14_08_wzx,100.00%,100.00%;KL14_09,100.00%,100.00%;KL14_10,100.00%,100.00%;KL14_11,100.00%,100.00%;KL14_12,100.00%,100.00%;KL14_13,100.00%,100.00%;KL14_14,100.00%,100.00%;KL14_15,99.73%,100.00%;KL14_16,100.00%,100.00%;KL14_17_wcaJ,100.00%,100.00%;KL14_18_gnd,99.79%,100.00%;KL14_19_manC,100.00%,100.00%;KL14_20_manB,99.79%,100.00%;KL14_21_rmlB,100.00%,100.00%;KL14_22_rmlA,100.00%,100.00%;KL14_23_rmlD,100.00%,100.00%;KL14_24_rmlC,100.00%,100.00%;KL14_25_ugd,99.74%,100.00%		0		2 / 25 (8.00%)	KL14_19_manC,100.00%,100.00%;KL14_20_manB,99.56%,96.58%	2	KL50_10,99.81%,100.00%;KL150_19_gmd,99.70%,100.00%		
HGV2C_21	KL61	K61	Typeable	?3+	99.92%	99.51%	n/a	19 / 19 (100.00%)	KL61_01_galF,100.00%,100.00%;KL61_02_cpsACP,100.00%,40.67%,partial;KL61_02_cpsACP,98.85%,41.63%,partial;KL61_03_wzi,99.79%,100.00%;KL61_04_wza,100.00%,100.00%;KL61_05_wzb,100.00%,100.00%;KL61_06_wzc,100.00%,100.00%;KL61_07_wclQ,100.00%,100.00%;KL61_08_wcuQ,100.00%,100.00%;KL61_09_wzy,100.00%,100.00%;KL61_10_wclP,100.00%,100.00%;KL61_11_wzx,99.80%,100.00%;KL61_12_wcqZ,100.00%,100.00%;KL61_13_wcuK,100.00%,100.00%;KL61_14_wbaZ,100.00%,100.00%;KL61_15_wcaJ,100.00%,100.00%;KL61_16_gnd,100.00%,100.00%;KL61_17_manC,99.79%,100.00%;KL61_18_manB,100.00%,81.58%,partial;KL61_18_manB,100.00%,18.20%,partial;KL61_19_ugd,100.00%,100.00%		1	KL150_19_gmd,98.20%,100.00%	0 / 19 (0.00%)		0			
HGV2C_23	KL112	unknown (KL112)	Typeable		99.52%	100.03%	7 bp	18 / 18 (100.00%)	KL112_01_galF,100.00%,100.00%;KL112_02_cpsACP,99.04%,100.00%;KL112_03_wzi,96.66%,100.42%;KL112_04_wza,99.73%,100.00%;KL112_05_wzb,99.31%,100.00%;KL112_06_wzc,99.86%,100.00%;KL112_07_wbaP,100.00%,100.00%;KL112_08,99.51%,100.00%;KL112_09_wzy,99.75%,100.00%;KL112_10_wcaO,100.00%,100.00%;KL112_11_wcaN,100.00%,100.00%;KL112_12_wbaZ,99.48%,100.00%;KL112_13_wcuV,99.40%,100.00%;KL112_14_wzx,99.58%,100.00%;KL112_15_gnd,100.00%,100.00%;KL112_16_manC,100.00%,100.00%;KL112_17_manB,99.78%,100.00%;KL112_18_ugd,99.23%,100.00%		0		0 / 18 (0.00%)		4	KL40_03_wcpO,99.59%,100.00%;KL40_04,99.50%,100.00%;KL40_05_rfaG,99.47%,100.00%;KL150_19_gmd,98.80%,100.00%		
HGV2C_28	KL139	unknown (KL139)	Typeable	?2-	99.49%	87.72%	n/a	18 / 19 (94.74%)	KL139_01_galF,98.99%,100.00%;KL139_02_cpsACP,98.09%,100.00%;KL139_03_wzi,96.23%,100.00%;KL139_04_wza,100.00%,100.00%;KL139_05_wzb,100.00%,100.00%;KL139_06_wzc,99.86%,100.00%;KL139_07_wzy,100.00%,100.00%;KL139_08_wcuH,100.00%,100.00%;KL139_09_wctD,99.63%,100.00%;KL139_10_wcuC,99.70%,100.00%;KL139_11_wcuJ,99.41%,100.00%;KL139_12_wcsF,100.00%,100.00%;KL139_13_wzxC,99.59%,100.00%;KL139_14_wbaZ,99.75%,100.00%;KL139_15_wcaJ,100.00%,100.00%;KL139_16_gnd,99.79%,100.00%;KL139_17_manC,100.00%,4.88%,partial;KL139_19_ugd,99.74%,100.00%	KL139_18_manB	0		1 / 19 (5.26%)	KL139_17_manC,100.00%,4.67%,partial	2	KL50_10,99.81%,100.00%;KL150_19_gmd,99.70%,100.00%		
HGV2C_33	KL14	K14	Typeable	?8+	99.98%	102.96%	n/a	17 / 25 (68.00%)	KL14_01_galF,100.00%,100.00%;KL14_02_cpsACP,100.00%,100.00%;KL14_03_wzi,100.00%,100.00%;KL14_04_wza,100.00%,100.00%;KL14_05_wzb,100.00%,100.00%;KL14_06_wzc,100.00%,100.00%;KL14_07,99.71%,100.00%;KL14_08_wzx,100.00%,100.00%;KL14_09,100.00%,100.00%;KL14_10,100.00%,100.00%;KL14_11,100.00%,100.00%;KL14_12,100.00%,100.00%;KL14_13,100.00%,100.00%;KL14_14,100.00%,100.00%;KL14_15,100.00%,100.00%;KL14_16,100.00%,100.00%;KL14_17_wcaJ,99.78%,100.00%;KL14_18_gnd,100.00%,100.00%;KL14_19_manC,100.00%,46.07%,partial;KL14_19_manC,100.00%,32.27%,partial;KL14_19_manC,100.00%,21.44%,partial;KL14_19_manC,100.00%,21.23%,partial;KL14_20_manB,100.00%,36.97%,partial;KL14_20_manB,100.00%,36.75%,partial;KL14_20_manB,100.00%,34.19%,partial;KL14_20_manB,100.00%,22.01%,partial;KL14_20_manB,100.00%,6.41%,partial;KL14_21_rmlB,100.00%,100.00%;KL14_22_rmlA,100.00%,100.00%;KL14_23_rmlD,100.00%,100.00%;KL14_24_rmlC,100.00%,100.00%;KL14_25_ugd,100.00%,100.00%		1	KL150_19_gmd,99.70%,100.00%	0 / 25 (0.00%)		2	KL50_10,99.05%,100.00%;KL104_22_manB,95.45%,4.82%,partial		
HGV2C_34	KL16	K16	Typeable		99.75%	100.00%	-1 bp	21 / 22 (95.45%)	KL16_01_galF,99.66%,100.00%;KL16_02_cpsACP,98.56%,100.00%;KL16_03_wzi,99.79%,100.00%;KL16_04_wza,100.00%,100.00%;KL16_05_wzb,100.00%,100.00%;KL16_06_wzc,99.86%,100.00%;KL16_07_wzx,100.00%,100.00%;KL16_08_wzy,100.00%,100.00%;KL16_09_gtf1,99.73%,100.00%;KL16_10_vatD,99.45%,100.00%;KL16_11_lacA,100.00%,100.00%;KL16_12_sunS,99.68%,100.00%;KL16_13_gmd,100.00%,100.00%;KL16_14_fcl,100.00%,100.00%;KL16_15_gmm,100.00%,100.00%;KL16_16,100.00%,100.00%;KL16_17_wcaJ,100.00%,100.00%;KL16_18_gnd,100.00%,100.00%;KL16_19,99.21%,100.00%;KL16_20_manC,99.15%,100.00%;KL16_21_manB,99.56%,100.00%;KL16_22_ugd,99.74%,100.00%		0		0 / 22 (0.00%)		2	KL40_05_rfaG,99.18%,96.58%;KL150_19_gmd,99.10%,100.00%		
HGV2C_36_contig	KL1	K1	Typeable		99.80%	100.00%	0 bp	20 / 20 (100.00%)	KL1_01_galF,100.00%,100.00%;KL1_02_cpsACP,97.13%,100.00%;KL1_03_wzi,99.79%,100.00%;KL1_04_wza,100.00%,100.00%;KL1_05_wzb,100.00%,100.00%;KL1_06_wzc,99.86%,100.00%;KL1_07_wzx,100.00%,100.00%;KL1_08_wclY,100.00%,100.00%;KL1_09_wzy,100.00%,100.00%;KL1_10_wcsS,100.00%,100.00%;KL1_11_wcsT,100.00%,100.00%;KL1_12_gmd,100.00%,100.00%;KL1_13_wcaG,99.71%,100.00%;KL1_14_wcaH,100.00%,100.00%;KL1_15_wcaI,99.75%,100.00%;KL1_16_wcaJ,99.79%,100.00%;KL1_17_gnd,100.00%,100.00%;KL1_18_manC,100.00%,100.00%;KL1_19_manB,100.00%,100.00%;KL1_20_ugd,100.00%,100.00%		0		0 / 20 (0.00%)		4	KL40_03_wcpO,98.38%,100.00%;KL40_04,100.00%,100.00%;KL40_05_rfaG,99.74%,100.00%;KL150_19_gmd,99.10%,100.00%		
HGV2C_37	KL20	K20	Typeable		99.97%	100.00%	0 bp	17 / 18 (94.44%)	KL20_01_galF,100.00%,100.00%;KL20_02_cpsACP,100.00%,100.00%;KL20_03_wzi,100.00%,100.00%;KL20_04_wza,100.00%,100.00%;KL20_05_wzb,100.00%,100.00%;KL20_06_wzc,99.86%,100.00%;KL20_07_wbaP,100.00%,100.00%;KL20_08_wzy,99.76%,100.00%;KL20_09,100.00%,100.00%;KL20_10_wcaN,100.00%,100.00%;KL20_11_wcaO,100.00%,100.00%;KL20_12,100.00%,100.00%;KL20_13_wbaZ,100.00%,100.00%;KL20_14_wzx,99.76%,100.00%;KL20_15_gnd,100.00%,100.00%;KL20_16_manC,100.00%,100.00%;KL20_17_manB,100.00%,100.00%;KL20_18_ugd,100.00%,100.00%		0		0 / 18 (0.00%)		2	KL40_05_rfaG,98.15%,99.74%;KL150_19_gmd,98.80%,100.00%		
HGV2C_39	KL128	unknown (KL128)	Typeable		99.45%	99.95%	1 bp	21 / 23 (91.30%)	KL128_01_galF,99.66%,100.00%;KL128_02_cpsACP,100.00%,100.00%;KL128_03_wzi,100.00%,100.00%;KL128_04_wza,99.74%,100.00%;KL128_05_wzb,100.00%,100.00%;KL128_06_wzc,100.00%,100.00%;KL128_07_wbaP,99.79%,100.00%;KL128_08_wcaA,100.00%,100.00%;KL128_09_wzy,100.00%,100.00%;KL128_10,100.00%,100.00%;KL128_11,100.00%,100.00%;KL128_12_wcuD,100.00%,100.00%;KL128_13_wcuS,100.00%,100.00%;KL128_14_wzx,100.00%,100.00%;KL128_15,100.00%,100.00%;KL128_16_gnd,100.00%,100.00%;KL128_17_manC,100.00%,100.00%;KL128_18_manB,99.78%,100.00%;KL128_19_rmlB,100.00%,100.00%;KL128_20_rmlA,98.60%,98.62%;KL128_21_rmlD,89.86%,100.00%;KL128_22_rmlC,100.00%,100.00%;KL128_23_ugd,100.00%,100.00%		0		0 / 23 (0.00%)		4	KL50_10,99.24%,100.00%;KL43_17_manC,100.00%,100.00%;KL30_19_manB,99.78%,98.29%;KL150_19_gmd,99.70%,100.00%		
HLF1_17	KL107	unknown (KL107)	Typeable		99.99%	100.00%	-1 bp	10 / 16 (62.50%)	KL107_01_galF,100.00%,100.00%;KL107_02_cpsACP,100.00%,100.00%;KL107_03_wzi,100.00%,100.00%;KL107_04_wza,100.00%,100.00%;KL107_05_wzb,100.00%,100.00%;KL107_06_wzc,99.86%,100.00%;KL107_07_wbaP,100.00%,100.00%;KL107_08,100.00%,100.00%;KL107_09,100.00%,100.00%;KL107_10,100.00%,100.00%;KL107_11_gnd,100.00%,100.00%;KL107_12,100.00%,100.00%;KL107_13,100.00%,100.00%;KL107_14,100.00%,100.00%;KL107_15,100.00%,100.00%;KL107_16_ugd,100.00%,100.00%		0		0 / 16 (0.00%)		4	KL40_03_wcpO,99.19%,100.00%;KL40_04,99.50%,100.00%;KL40_05_rfaG,99.74%,100.00%;KL150_19_gmd,99.10%,100.00%		
HLF1_40	KL108	unknown (KL108)	Typeable		100.00%	100.00%	0 bp	16 / 23 (69.57%)	KL108_01_galF,100.00%,100.00%;KL108_02_cpsACP,100.00%,100.00%;KL108_03_wzi,100.00%,100.00%;KL108_04_wza,100.00%,100.00%;KL108_05_wzb,100.00%,100.00%;KL108_06_wzc,100.00%,100.00%;KL108_07_wzxC,100.00%,100.00%;KL108_08,100.00%,100.00%;KL108_09,100.00%,100.00%;KL108_10,100.00%,100.00%;KL108_11,100.00%,100.00%;KL108_12,100.00%,100.00%;KL108_13,100.00%,100.00%;KL108_14,100.00%,100.00%;KL108_15_wcaG,100.00%,100.00%;KL108_16,100.00%,100.00%;KL108_17_wcaI,100.00%,100.00%;KL108_18_rfbp,100.00%,100.00%;KL108_19_wcaM,100.00%,100.00%;KL108_20_gnd,100.00%,100.00%;KL108_21_manC,100.00%,100.00%;KL108_22_manB,100.00%,100.00%;KL108_23_ugd,100.00%,100.00%		0		0 / 23 (0.00%)		4	KL40_03_wcpO,98.17%,100.00%;KL40_04,99.75%,100.00%;KL40_05_rfaG,99.47%,100.00%;KL150_19_gmd,99.40%,100.00%		
HLF1_54	KL127	unknown (KL127)	Typeable	?6	99.92%	101.02%	n/a	17 / 19 (89.47%)	KL127_01_galF,100.00%,100.00%;KL127_02_cpsACP,100.00%,100.00%;KL127_03_wzi,100.00%,100.00%;KL127_04_wza,100.00%,100.00%;KL127_05_wzb,99.31%,100.00%;KL127_06_wzc,100.00%,100.00%;KL127_07_wbaP,100.00%,100.00%;KL127_08_wctK,100.00%,100.00%;KL127_09_wzy,100.00%,100.00%;KL127_10,100.00%,100.00%;KL127_11,100.00%,100.00%;KL127_12_wcpJ,100.00%,100.00%;KL127_13,100.00%,100.00%;KL127_14_gnd,100.00%,100.00%;KL127_15_rmlB,100.00%,56.50%,partial;KL127_15_rmlB,100.00%,26.55%,partial;KL127_15_rmlB,98.92%,26.27%,partial;KL127_15_rmlB,100.00%,14.41%,partial;KL127_16_rmlA,100.00%,100.00%;KL127_17_rmlD,100.00%,100.00%;KL127_18_rmlC,100.00%,94.57%,partial;KL127_19_ugd,100.00%,100.00%		0		0 / 19 (0.00%)		1	KL150_19_gmd,99.10%,100.00%		
HLF1_68	KL57	K57	Typeable	?3!	98.28%	99.11%	n/a	18 / 18 (100.00%)	KL57_01_galF,98.99%,100.00%;KL57_02_cpsACP,94.26%,100.00%;KL57_03_wzi,97.91%,100.00%;KL57_04_wza,99.47%,100.00%;KL57_05_wzb,100.00%,100.00%;KL57_06_wzc,99.17%,100.00%;KL57_07_wcaJ,98.74%,100.00%;KL57_08_wzx,99.79%,100.00%;KL57_09_wckX,99.20%,100.00%;KL57_10_wckW,98.90%,100.00%;KL57_11_wzy,96.43%,100.00%;KL57_12,99.17%,85.14%,partial;KL57_13_vanT,88.46%,16.26%,truncated;KL57_14_wbaZ,99.74%,100.00%;KL57_15_gnd,99.36%,100.00%;KL57_16_manC,100.00%,100.00%;KL57_17_manB,99.78%,100.00%;KL57_18_ugd,99.74%,100.00%		0		0 / 18 (0.00%)		4	KL40_03_wcpO,99.39%,100.00%;KL40_05_rfaG,99.21%,100.00%;KL40_04,99.59%,60.95%,partial;KL40_04,99.37%,39.30%,partial	KL57_13_vanT,88.46%,16.26%,truncated	
